-1.711997469672257566e+01 -1.649761689174765067e+01 -1.790521950350659708e+01 -1.807553432467064880e+01 -1.723862388311097504e+01 -1.771494936999419423e+01 -1.909232089493588447e+01 -1.868299618119429439e+01 -1.804999570535898457e+01 -1.839652204612336561e+01 -1.908767720489150221e+01 -1.915003807602898434e+01 -1.969826985623576476e+01 -2.179792231983436324e+01 -2.325908930861617918e+01 -2.154920388964365685e+01 -2.189099232061166944e+01 -2.204859459806599631e+01 -2.270394501134824594e+01 -2.371362054107338224e+01 -2.526153004773913224e+01 -2.391432917679640013e+01 -2.308502352562924997e+01 -2.299527208184635896e+01 -2.544708024325061047e+01 -2.514430057080603476e+01 -2.370949224966131652e+01 -2.259950293733827564e+01 -2.441790215827557731e+01 -2.231121074337008281e+01 -2.228549732143615003e+01 -2.256977584625203193e+01 -2.223034095840013791e+01 -2.352952139666587783e+01 -2.561054028831518181e+01 -2.428709725609710546e+01 -2.635635483348617925e+01 -2.422660547477485338e+01 -2.450378590778270649e+01 -2.725111394862036818e+01 -2.345064843889258199e+01 -2.230650611452774257e+01 -2.316506939220416328e+01 -2.476490380740688835e+01 -2.283679111318959087e+01 -2.164278058284165240e+01 -2.136372485719405745e+01 -2.261751160539976269e+01 -2.492393368904278006e+01 -2.420215190004004313e+01 -2.294062047241645175e+01 -2.232104083513659276e+01 -2.356537716405788530e+01 -2.293932585379669931e+01 -2.356844238337473030e+01 -2.494264933740771184e+01 -2.367967140049156072e+01 -2.508621752017306150e+01 -2.543600645665497595e+01 -2.644430318260574353e+01 -2.551981867847701935e+01
-1.705420079627988272e+01 -1.597417374623532460e+01 -1.663848759218172191e+01 -2.065814933490428729e+01 -1.866089160337577724e+01 -1.910041465032166741e+01 -2.510947975769834883e+01 -2.149397485487732240e+01 -2.249871351773535366e+01 -2.102840570301221490e+01 -2.161308992520480743e+01 -2.579459063842241662e+01 -2.291926738863771718e+01 -2.372347426717534091e+01 -2.154329104811171192e+01 -2.076140435274962215e+01 -2.128623886506748519e+01 -2.405231282886620647e+01 -2.142463546039733657e+01 -2.163419975955427432e+01 -2.219625804847719053e+01 -2.233375546163035352e+01 -2.131736632947959365e+01 -2.137731935334164746e+01 -2.334912536973070019e+01 -2.275888370154153861e+01 -2.304423001093656609e+01 -2.461898470271220418e+01 -2.334400752301759141e+01 -2.229911531608525976e+01 -2.298855762798452673e+01 -2.475557586426993240e+01 -2.592447524973900741e+01 -2.341868281545614749e+01 -2.268779406563584899e+01 -2.454883995449288392e+01 -2.444308920673954333e+01 -2.521307494049074194e+01 -2.667362751160068512e+01 -2.590253517359055380e+01 -2.744250201165878167e+01 -2.349929022124037203e+01 -2.353067400017041066e+01 -2.708397853781132270e+01 -2.490575982322229720e+01 -2.530490996975257190e+01 -2.438681997914754618e+01 -2.333678482337618121e+01 -2.567195221149797746e+01 -2.365914948320927280e+01 -2.341756692554450581e+01 -2.515285389815259265e+01 -2.649827136265600203e+01 -2.424707039431554989e+01 -2.426365486247258119e+01 -2.478356694185329090e+01 -2.363890463802267661e+01 -2.591587794267438838e+01 -2.399938390690844159e+01 -2.453682777388698355e+01 -2.703850982829121463e+01
-1.769794572790309672e+01 -1.643384397226837734e+01 -1.734839766452095589e+01 -2.174349888872737679e+01 -2.018806617459511088e+01 -2.168320135762838419e+01 -2.005511185129559237e+01 -2.082974013845597483e+01 -2.037385927420682208e+01 -2.027451092968795621e+01 -2.172980858237849588e+01 -2.002926979893318915e+01 -1.984218221144482897e+01 -2.078298852769315275e+01 -2.070602908653928509e+01 -2.195401410850704238e+01 -2.351325529836736905e+01 -2.237443846379018098e+01 -2.416936545037323114e+01 -2.389629497489230658e+01 -2.279208407387303126e+01 -2.338733229769056621e+01 -2.443417378788215544e+01 -2.202601365416037993e+01 -2.327401160898341814e+01 -2.606055194288515864e+01 -2.480307131379652574e+01 -2.505636884239540763e+01 -2.470576421114958166e+01 -2.529983942725958457e+01 -2.344228069634975853e+01 -2.234039689437124565e+01 -2.279164248795033032e+01 -2.353324523403509616e+01 -2.326939589589866131e+01 -2.439311471163549783e+01 -2.640325950753389606e+01 -2.764181837187208401e+01 -2.453550078387696587e+01 -2.349079828223240796e+01 -2.414478851785559854e+01 -2.334305053307993560e+01 -2.335899186029913821e+01 -2.343628616532127751e+01 -2.458598163170925588e+01 -2.394697079830713093e+01 -2.327941816681680720e+01 -2.420372829109424018e+01 -2.471684415848301697e+01 -2.529781044561595849e+01 -2.416205753361535713e+01 -2.572383279244959553e+01 -2.558916865954840603e+01 -2.530161362579239892e+01 -2.574791995973419034e+01 -2.869408284462300074e+01 -2.482565676904135188e+01 -2.362194145212592744e+01 -2.552343418852081669e+01 -2.380464473648138224e+01 -2.520095973712734860e+01
-1.880497962554328240e+01 -1.637809439097208042e+01 -1.577689407569116042e+01 -1.522247463422116454e+01 -1.526514857578349904e+01 -1.633191709458077767e+01 -1.751029781022215204e+01 -1.740505280611830585e+01 -1.692360550318135637e+01 -1.749445113596575752e+01 -1.859172396567993601e+01 -2.031498250609148570e+01 -2.050968235605147783e+01 -2.006005175513155336e+01 -2.050416201289891660e+01 -2.063086011598030467e+01 -2.176085930694681636e+01 -2.427959121394864539e+01 -2.350499603943910287e+01 -2.193449320610997333e+01 -2.174368331092762574e+01 -2.265682478228629648e+01 -2.363896326913008039e+01 -2.270400187818009385e+01 -2.208439964513798159e+01 -2.304031940945396784e+01 -3.188721138251347043e+01 -2.238391337700032935e+01 -2.171329739602596831e+01 -2.218359130935539980e+01 -2.280767290212180498e+01 -2.334027942309818471e+01 -2.444503005072719048e+01 -2.322059381241071563e+01 -2.484328863491765560e+01 -2.591012429410889339e+01 -2.424424676746748020e+01 -2.333302919604784975e+01 -2.401993067418909078e+01 -2.551738674723202038e+01 -2.389659382688263278e+01 -2.436563111802423975e+01 -2.575711525822207548e+01 -2.453294701857054605e+01 -2.490540745232852871e+01 -2.436743893161431274e+01 -2.511296808028886218e+01 -2.275664809467135541e+01 -2.343253663579376678e+01 -2.516802425518799780e+01 -2.449254801326378939e+01 -2.503358750529837806e+01 -2.503800125387229869e+01 -2.449314976976142688e+01 -2.494993573555344923e+01 -2.472001803031710665e+01 -2.367682178421852157e+01 -2.547850511200391566e+01 -2.496350769592161356e+01 -2.278390416688415954e+01 -2.338919752055017653e+01
-1.730876213833056454e+01 -1.644084560999056421e+01 -1.482102043097848565e+01 -1.566708809278293657e+01 -1.815560532571652175e+01 -2.031503303797565962e+01 -2.231680097871522506e+01 -1.971945340717618578e+01 -2.030240794925990500e+01 -2.057269423284052223e+01 -2.230019347444338962e+01 -2.019118759419557207e+01 -2.044540309137122591e+01 -2.281912856345359941e+01 -2.248299111222898716e+01 -2.135745152926102364e+01 -2.091434808418089020e+01 -2.160368622817824047e+01 -2.179184873113181453e+01 -2.190963725098525217e+01 -2.267295049513640137e+01 -2.230686232017057335e+01 -2.378772991202720632e+01 -2.309715112592411046e+01 -2.267736025266994560e+01 -2.396205242422347936e+01 -2.410743950769503385e+01 -2.266026822327016887e+01 -2.270841329905991302e+01 -2.281585387085971917e+01 -2.442212641881215163e+01 -2.335719890954644029e+01 -2.448365664060987967e+01 -2.271174303491405411e+01 -2.404470861381885172e+01 -2.655578366578155425e+01 -2.666149889943140394e+01 -2.411626687784863776e+01 -2.448300711968873955e+01 -2.496833052986827184e+01 -2.630812602537023892e+01 -2.539930313570759779e+01 -2.519057795246473574e+01 -2.418485603830345809e+01 -2.380693369849092278e+01 -2.494724107939138946e+01 -2.668667776480861420e+01 -2.332035149315479572e+01 -2.344627422724055066e+01 -2.529276885664947017e+01 -2.575909025459674240e+01 -2.509194061410155996e+01 -2.520034670844072622e+01 -2.675343404273998260e+01 -2.408832862087192339e+01 -2.376429794417351005e+01 -2.610503356898418303e+01 -2.530106376028509274e+01 -2.573541122934690506e+01 -2.416935636201141691e+01 -2.298416993384326901e+01
-1.639285241409899641e+01 -1.530094488953756127e+01 -1.580647194051282334e+01 -1.689332659496599831e+01 -1.831682039562464581e+01 -1.927815265343469164e+01 -2.203339304809014720e+01 -2.306901601121471046e+01 -2.035679896594051286e+01 -1.995775190109128516e+01 -2.104535869574336360e+01 -2.042858431456722101e+01 -2.196689604917178684e+01 -2.215700798100055735e+01 -2.273480200772365123e+01 -2.295899612566196524e+01 -2.595771529307022263e+01 -2.298958600155724241e+01 -2.414414772701471534e+01 -2.398176743003208600e+01 -2.365995652183471876e+01 -2.175627077552997335e+01 -2.290999896895862520e+01 -2.367268706976524584e+01 -2.334980815107320140e+01 -2.344537469133025098e+01 -2.373565875405179781e+01 -2.341654178008881360e+01 -2.559277530646013332e+01 -2.268110932720274064e+01 -2.285506705870158939e+01 -2.478839888964983373e+01 -2.616584531580748418e+01 -2.288905793702685187e+01 -2.378613935650938416e+01 -2.619062260271372011e+01 -2.459946851266621692e+01 -2.489520295535660921e+01 -2.422879999517184046e+01 -2.310534244295632433e+01 -2.372343457052498295e+01 -2.467599173134444968e+01 -2.577541463309027137e+01 -2.479571339314498246e+01 -2.373310244612376252e+01 -2.258954380183501343e+01 -2.457310862003136975e+01 -2.401331278120705193e+01 -2.366933442269768051e+01 -2.369154686818536604e+01 -2.315696825318438101e+01 -2.337289274428858477e+01 -2.399301811414532892e+01 -3.094390092818722948e+01 -2.459797200421794017e+01 -2.495440672985331787e+01 -2.402069538426328066e+01 -2.401984375314015452e+01 -2.612031830309517488e+01 -2.598743919126675550e+01 -2.693386239570387275e+01
-1.672277143874703853e+01 -1.573435836769646734e+01 -1.628990884439301823e+01 -1.789845388070908427e+01 -2.054933623781896301e+01 -2.336257673466937135e+01 -2.099960385192492396e+01 -1.974335199346298708e+01 -1.986575744382033193e+01 -2.005781778562774420e+01 -2.106885246580608495e+01 -2.492680049523753993e+01 -2.203089855916542916e+01 -2.167025518149744912e+01 -2.220690872009327776e+01 -2.371946902489878184e+01 -2.388227577407617019e+01 -2.216951438795441831e+01 -2.283132339468575367e+01 -2.258144122980279889e+01 -2.434535333924063139e+01 -2.366630406799677644e+01 -2.335756186718608873e+01 -2.109417323802679434e+01 -2.169439939519719829e+01 -2.293438850661284434e+01 -2.425877129795346931e+01 -2.433228396488804179e+01 -2.346353056954539440e+01 -2.286888452507012914e+01 -2.254859479212973028e+01 -2.391579202597396758e+01 -2.260963576026263766e+01 -2.266430543766906425e+01 -2.480907541975289377e+01 -2.596358697426931883e+01 -2.367885474272484814e+01 -2.311775507447896771e+01 -2.553269868866192738e+01 -2.570076482603926493e+01 -2.537274956259096115e+01 -2.424030013890152091e+01 -2.679811825896114641e+01 -2.445216106926331179e+01 -2.431970996252434603e+01 -2.242116454726687280e+01 -2.306005888807033344e+01 -2.400436478166221832e+01 -2.360852369655366090e+01 -2.462152675227343579e+01 -2.494696660171743474e+01 -2.418335283455780882e+01 -2.423114381131728834e+01 -2.422425012222683804e+01 -2.420769912120054457e+01 -2.565597407287443943e+01 -2.617018410352627811e+01 -2.615504901666773563e+01 -2.649284548209132240e+01 -2.676370553160651511e+01 -2.701832089783689383e+01
-1.754464303603088382e+01 -1.657370963803738562e+01 -1.836070715910071272e+01 -2.273332853588312474e+01 -1.845329826563784437e+01 -1.904020192433770831e+01 -2.197259889841635072e+01 -2.226394163690282824e+01 -2.285218518349182304e+01 -2.066746692690944087e+01 -2.107778103041732720e+01 -2.518680807462284577e+01 -2.160061679656554290e+01 -2.101133799383049094e+01 -2.219513722275277701e+01 -2.293223476573657749e+01 -2.166300654848060958e+01 -2.235004660293172662e+01 -2.285963330158550733e+01 -2.378876629186465053e+01 -2.339931679913559748e+01 -2.189208320931548002e+01 -2.397208653054116212e+01 -2.100602056346539115e+01 -2.138583037000056564e+01 -2.334660492524659148e+01 -2.517373145226076403e+01 -2.350155039519536260e+01 -2.572943743594071009e+01 -2.465660844134984231e+01 -2.392169975002037674e+01 -2.349270103578862745e+01 -2.260109931759040336e+01 -2.345594335293698052e+01 -2.449541551339323320e+01 -2.492528691970015942e+01 -2.382358972788851403e+01 -2.613248826244621981e+01 -2.357351470882204580e+01 -2.298876522182083448e+01 -2.347311652872101817e+01 -2.350573935183064833e+01 -2.266388687294314508e+01 -2.377554399998831514e+01 -2.476415437263422348e+01 -2.352702465861526449e+01 -2.318060173484868614e+01 -2.260514399712128153e+01 -2.287506001204637585e+01 -2.393388395136989644e+01 -2.323875370765692594e+01 -2.443678202770225738e+01 -2.471896666319543812e+01 -2.685482936822182864e+01 -2.548872042958259243e+01 -2.344838914053648793e+01 -2.261485639362658873e+01 -2.308423720637314602e+01 -2.366190617394715545e+01 -2.403526111503522245e+01 -2.410841156677624397e+01
-2.082656829755154604e+01 -1.731513318664832823e+01 -1.757978061480837084e+01 -1.871827652126848562e+01 -2.018104066550501585e+01 -2.036193071642559715e+01 -2.007393248394233254e+01 -2.110975048034793744e+01 -2.281285519308771015e+01 -2.497849784757941904e+01 -2.179718499138911270e+01 -2.052633243374932448e+01 -2.123894542137905717e+01 -2.250116398474362711e+01 -2.338076653618559320e+01 -2.049208706953018577e+01 -2.108529577298449098e+01 -2.222839225961310561e+01 -2.251716567501851074e+01 -2.484220275225674257e+01 -2.569096815390908972e+01 -2.366496044868879878e+01 -2.191031200306953508e+01 -2.154064127848099020e+01 -2.270068201318863643e+01 -2.273537093616349125e+01 -2.193593566088886249e+01 -2.242853141349208812e+01 -2.314805917060652263e+01 -2.348063053799684496e+01 -2.516875756956618559e+01 -2.459203172726712694e+01 -2.582480714679979172e+01 -2.404292281558409528e+01 -2.435202780602115524e+01 -2.574577623407209614e+01 -2.424681369410952669e+01 -2.520033768800699292e+01 -2.339894204104040654e+01 -2.327487730341558958e+01 -2.526251958360948535e+01 -2.359791618122330448e+01 -2.276977959158766751e+01 -2.419279637609991696e+01 -2.484921817621651385e+01 -2.414065242747490458e+01 -2.405408816705084973e+01 -2.406088039044095339e+01 -2.451568832449640567e+01 -2.693667963057585979e+01 -2.395482072919034877e+01 -2.292363614627840818e+01 -2.362410993184809627e+01 -2.470789338690326886e+01 -2.611913922127058640e+01 -2.348944727209108407e+01 -2.330410096713809764e+01 -2.383182305428258374e+01 -2.412343342372249566e+01 -2.464915317492662439e+01 -2.608317533191771176e+01
-2.265143170725507460e+01 -1.789075393329499164e+01 -1.890130926540813050e+01 -2.123456014881812237e+01 -2.169085321576584491e+01 -2.152959264222474189e+01 -2.174178649726641055e+01 -2.202283888943395240e+01 -2.496655774638391634e+01 -2.295191269270886281e+01 -2.371124936399287364e+01 -2.670331735047662747e+01 -2.190125873871965112e+01 -2.114311821717064532e+01 -2.287705989202620671e+01 -2.277949385165780782e+01 -2.280516170142340471e+01 -2.374376216781893234e+01 -2.530252561034813397e+01 -2.523196469583861301e+01 -2.712203039326636045e+01 -2.409788231220835186e+01 -2.306187293787341019e+01 -2.318887434485334254e+01 -2.362754386556546038e+01 -2.574862249780441914e+01 -2.428670347499730653e+01 -2.318802308007344237e+01 -2.312950295427303971e+01 -2.375153899874093355e+01 -2.368957521975616842e+01 -2.347864438385837715e+01 -2.361297280903088947e+01 -2.503005440272120197e+01 -2.593802199028870348e+01 -2.557018386331560222e+01 -2.856489056948725036e+01 -2.464181897731004156e+01 -2.378720396527893399e+01 -2.400041115985008489e+01 -2.454710974375512933e+01 -2.255266315022254631e+01 -2.326902710320227996e+01 -2.528079666726808838e+01 -2.825250564407173215e+01 -2.524692255287007825e+01 -2.443973918683182944e+01 -2.537610513024036862e+01 -2.471761720135498308e+01 -2.519919636435007604e+01 -2.536694926196042843e+01 -2.382865796672660608e+01 -2.671291341303732736e+01 -2.335586813740146894e+01 -2.441022588588490194e+01 -2.939483187774185780e+01 -2.587419389437466322e+01 -2.790136256774249546e+01 -2.472074470727177697e+01 -2.421716454751213377e+01 -2.561296566008592634e+01
